trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.5, 'e': 0.9999999999899633}",20,0,-125.50827673601721,"{0: 9, 1: 3, 2: 6, 3: 1, 4: 1}",0
2,False,"{'a': 0.5, 'e': 0.999999999988995}",30,0,-105.82640706390943,"{0: 19, 1: 5, 2: 4, 3: 1, 4: 1}",0
3,False,"{'a': 0.5, 'e': 0.9999999999879335}",25,0,-167.2352163629831,"{0: 12, 1: 4, 2: 6, 3: 1, 4: 2}",0
4,False,"{'a': 0.5, 'e': 0.9999999999867695}",20,0,-61.86784529154682,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
5,False,"{'a': 0.5, 'e': 0.9999999999854933}",25,0,-106.24114372917782,"{0: 14, 1: 5, 2: 4, 3: 1, 4: 1}",0
6,False,"{'a': 0.5, 'e': 0.9999999999840938}",30,10,-66.17174521329211,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",1
7,False,"{'a': 0.5, 'e': 0.9999999999825595}",25,14,-82.86488940105586,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 2}",1
8,False,"{'a': 0.5, 'e': 0.9999999999808772}",20,0,-148.6074654140108,"{0: 11, 1: 3, 2: 1, 3: 3, 4: 2}",0
9,False,"{'a': 0.5, 'e': 0.9999999999790324}",35,0,-181.73960901398007,"{0: 23, 1: 3, 2: 5, 3: 1, 4: 3}",0
10,False,"{'a': 0.5, 'e': 0.9999999999770098}",30,0,-68.66966744472073,"{0: 22, 1: 4, 2: 2, 3: 1, 4: 1}",0
11,False,"{'a': 0.5, 'e': 0.9999999999747922}",20,0,-97.96196361586424,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
12,False,"{'a': 0.5, 'e': 0.9999999999723606}",20,0,-170.62456454355197,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 3}",0
13,False,"{'a': 0.5, 'e': 0.9999999999696944}",20,0,-131.2655159592629,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
14,False,"{'a': 0.5, 'e': 0.9999999999667709}",25,0,-169.69159149201553,"{0: 14, 1: 2, 2: 6, 3: 0, 4: 3}",0
15,False,"{'a': 0.5, 'e': 0.9999999999635656}",20,0,-152.72078826932446,"{0: 8, 1: 5, 2: 2, 3: 4, 4: 1}",0
16,False,"{'a': 0.5, 'e': 0.999999999960051}",20,0,-102.57522724330599,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 1}",0
17,False,"{'a': 0.5, 'e': 0.9999999999561974}",20,0,-111.23281678504492,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
18,False,"{'a': 0.5, 'e': 0.999999999951972}",20,0,-81.89567017916666,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
19,False,"{'a': 0.5, 'e': 0.999999999947339}",20,0,-116.39546330316281,"{0: 13, 1: 0, 2: 3, 3: 3, 4: 1}",0
20,False,"{'a': 0.5, 'e': 0.9999999999422592}",30,0,-165.43106359291735,"{0: 18, 1: 3, 2: 5, 3: 2, 4: 2}",0
21,False,"{'a': 0.5, 'e': 0.9999999999366893}",20,0,-106.89107880711413,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
22,False,"{'a': 0.5, 'e': 0.9999999999305821}",20,0,-164.67386981874768,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 3}",0
23,False,"{'a': 0.5, 'e': 0.9999999999238858}",20,0,-48.1488211177558,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
24,False,"{'a': 0.5, 'e': 0.9999999999165435}",25,0,-153.32535362098537,"{0: 15, 1: 0, 2: 7, 3: 1, 4: 2}",0
25,False,"{'a': 0.5, 'e': 0.9999999999084931}",30,0,-102.55017091020534,"{0: 20, 1: 1, 2: 8, 3: 0, 4: 1}",0
26,False,"{'a': 0.5, 'e': 0.9999999998996659}",20,0,-60.17150305525321,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
27,False,"{'a': 0.5, 'e': 0.9999999998899873}",30,0,-342.3314079044081,"{0: 16, 1: 2, 2: 3, 3: 2, 4: 7}",0
28,False,"{'a': 0.5, 'e': 0.9999999998793752}",20,0,-91.24817300381875,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
29,False,"{'a': 0.5, 'e': 0.9999999998677392}",20,0,-105.18833335543516,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 1}",0
30,False,"{'a': 0.5, 'e': 0.9999999998549809}",25,0,-109.85728772436737,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
31,False,"{'a': 0.5, 'e': 0.9999999998409919}",25,0,-182.43447036491347,"{0: 13, 1: 2, 2: 6, 3: 2, 4: 2}",0
32,False,"{'a': 0.5, 'e': 0.9999999998256534}",20,0,-72.34722999967691,"{0: 13, 1: 4, 2: 1, 3: 1, 4: 1}",0
33,False,"{'a': 0.5, 'e': 0.9999999998088352}",20,0,-138.397404390188,"{0: 12, 1: 2, 2: 2, 3: 2, 4: 2}",0
34,False,"{'a': 0.5, 'e': 0.9999999997903948}",20,0,-134.70167058943917,"{0: 10, 1: 2, 2: 6, 3: 0, 4: 2}",0
35,False,"{'a': 0.5, 'e': 0.9999999997701755}",20,0,-73.29121502972595,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
36,False,"{'a': 0.5, 'e': 0.9999999997480059}",25,0,-126.09452327441201,"{0: 14, 1: 3, 2: 5, 3: 2, 4: 1}",0
37,False,"{'a': 0.5, 'e': 0.9999999997236976}",20,0,-94.87477920052179,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
38,False,"{'a': 0.5, 'e': 0.9999999996970445}",20,9,-22.38242248904736,"{0: 6, 1: 3, 2: 2, 3: 0, 4: 0}",1
39,False,"{'a': 0.5, 'e': 0.9999999996678203}",25,0,-139.2237703334448,"{0: 14, 1: 2, 2: 7, 3: 0, 4: 2}",0
40,False,"{'a': 0.5, 'e': 0.9999999996357771}",20,0,-130.5042603188497,"{0: 10, 1: 2, 2: 5, 3: 2, 4: 1}",0
41,False,"{'a': 0.5, 'e': 0.9999999996006429}",25,0,-47.884888730273204,"{0: 18, 1: 0, 2: 7, 3: 0, 4: 0}",0
42,False,"{'a': 0.5, 'e': 0.9999999995621194}",25,0,-142.9099238950108,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
43,False,"{'a': 0.5, 'e': 0.99999999951988}",20,0,-217.62397508031816,"{0: 9, 1: 2, 2: 4, 3: 1, 4: 4}",0
44,False,"{'a': 0.5, 'e': 0.9999999994735658}",25,0,-41.946616386692384,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
45,False,"{'a': 0.5, 'e': 0.9999999994227841}",20,0,-28.44349005280199,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
46,False,"{'a': 0.5, 'e': 0.9999999993671038}",20,0,-31.10903553078069,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
47,False,"{'a': 0.5, 'e': 0.9999999993060523}",25,0,-75.42548960566073,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
48,False,"{'a': 0.5, 'e': 0.9999999992391116}",25,0,-110.06243845749866,"{0: 14, 1: 4, 2: 6, 3: 0, 4: 1}",0
49,False,"{'a': 0.5, 'e': 0.9999999991657137}",20,0,-173.00333022502275,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 3}",0
50,False,"{'a': 0.5, 'e': 0.9999999990852354}",25,0,-130.7176964152183,"{0: 11, 1: 5, 2: 8, 3: 0, 4: 1}",0
51,False,"{'a': 0.5, 'e': 0.999999998996994}",25,0,-101.33224263804294,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
52,False,"{'a': 0.5, 'e': 0.9999999989002405}",20,0,-140.9473753607597,"{0: 10, 1: 2, 2: 6, 3: 0, 4: 2}",0
53,False,"{'a': 0.5, 'e': 0.9999999987941537}",25,0,-84.7328374297085,"{0: 16, 1: 0, 2: 8, 3: 1, 4: 0}",0
54,False,"{'a': 0.5, 'e': 0.9999999986778335}",20,0,-36.53989002807562,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
55,False,"{'a': 0.5, 'e': 0.9999999985502925}",30,0,-160.95356380840676,"{0: 20, 1: 2, 2: 3, 3: 3, 4: 2}",0
56,False,"{'a': 0.5, 'e': 0.9999999984104486}",20,0,-85.86879620013596,"{0: 11, 1: 2, 2: 5, 3: 2, 4: 0}",0
57,False,"{'a': 0.5, 'e': 0.9999999982571148}",25,0,-91.39063530689336,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
58,False,"{'a': 0.5, 'e': 0.9999999980889899}",25,0,-129.3051285077148,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
59,False,"{'a': 0.5, 'e': 0.9999999979046471}",25,0,-47.372832980517146,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 0}",0
60,False,"{'a': 0.5, 'e': 0.9999999977025218}",20,11,-14.316108471782744,"{0: 7, 1: 1, 2: 0, 3: 1, 4: 0}",1
61,False,"{'a': 0.5, 'e': 0.9999999974808989}",35,0,-88.83790180704425,"{0: 25, 1: 3, 2: 6, 3: 0, 4: 1}",0
62,False,"{'a': 0.5, 'e': 0.9999999972378975}",20,0,-178.93756631189146,"{0: 10, 1: 2, 2: 4, 3: 1, 4: 3}",0
63,False,"{'a': 0.5, 'e': 0.9999999969714551}",35,0,-170.33712452295828,"{0: 23, 1: 5, 2: 3, 3: 1, 4: 3}",0
64,False,"{'a': 0.5, 'e': 0.9999999966793108}",25,0,-50.12097386297267,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
65,False,"{'a': 0.5, 'e': 0.9999999963589854}",25,0,-190.16431622121857,"{0: 13, 1: 4, 2: 4, 3: 1, 4: 3}",0
66,False,"{'a': 0.5, 'e': 0.9999999960077601}",25,0,-210.80038058098546,"{0: 15, 1: 2, 2: 2, 3: 2, 4: 4}",0
67,False,"{'a': 0.5, 'e': 0.9999999956226544}",20,0,-125.76669598572738,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
68,False,"{'a': 0.5, 'e': 0.9999999952004001}",25,0,-128.535281500207,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 2}",0
69,False,"{'a': 0.5, 'e': 0.9999999947374134}",30,0,-102.48929652380252,"{0: 20, 1: 3, 2: 5, 3: 1, 4: 1}",0
70,False,"{'a': 0.5, 'e': 0.9999999942297656}",30,0,-249.01403416378443,"{0: 12, 1: 7, 2: 7, 3: 0, 4: 4}",0
71,False,"{'a': 0.5, 'e': 0.9999999936731482}",20,0,-73.43679488277323,"{0: 16, 1: 0, 2: 1, 3: 2, 4: 1}",0
72,False,"{'a': 0.5, 'e': 0.9999999930628375}",20,11,-78.50670772027493,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 2}",1
73,False,"{'a': 0.5, 'e': 0.999999992393654}",20,0,-15.11076473899183,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
74,False,"{'a': 0.5, 'e': 0.9999999916599187}",20,0,-67.839988968898,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
75,False,"{'a': 0.5, 'e': 0.9999999908554048}",20,0,-90.10306680424635,"{0: 10, 1: 5, 2: 4, 3: 0, 4: 1}",0
76,False,"{'a': 0.5, 'e': 0.9999999899732844}",20,9,-60.676433767645456,"{0: 5, 1: 4, 2: 1, 3: 0, 4: 1}",1
77,False,"{'a': 0.5, 'e': 0.9999999890060717}",25,0,-192.59161864787927,"{0: 16, 1: 0, 2: 4, 3: 1, 4: 4}",0
78,False,"{'a': 0.5, 'e': 0.9999999879455581}",25,0,-219.57622089792696,"{0: 12, 1: 2, 2: 7, 3: 0, 4: 4}",0
79,False,"{'a': 0.5, 'e': 0.9999999867827437}",25,0,-144.232403308114,"{0: 14, 1: 6, 2: 1, 3: 2, 4: 2}",0
80,False,"{'a': 0.5, 'e': 0.99999998550776}",25,0,-65.97065953689528,"{0: 14, 1: 8, 2: 2, 3: 1, 4: 0}",0
81,False,"{'a': 0.5, 'e': 0.9999999841097869}",25,0,-112.74663649806524,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
82,False,"{'a': 0.5, 'e': 0.9999999825769602}",25,0,-114.62357263309158,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
83,False,"{'a': 0.5, 'e': 0.9999999808962716}",20,0,-107.13357822497392,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
84,False,"{'a': 0.5, 'e': 0.9999999790534578}",30,14,-35.020811248051366,"{0: 11, 1: 0, 2: 5, 3: 0, 4: 0}",1
85,False,"{'a': 0.5, 'e': 0.9999999770328796}",20,0,-81.04879845717825,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
86,False,"{'a': 0.5, 'e': 0.9999999748173892}",25,0,-155.28651885678283,"{0: 17, 1: 0, 2: 4, 3: 1, 4: 3}",0
87,False,"{'a': 0.5, 'e': 0.9999999723881848}",20,0,-93.3192693591103,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
88,False,"{'a': 0.5, 'e': 0.9999999697246507}",20,0,-132.90265489175476,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
89,False,"{'a': 0.5, 'e': 0.9999999668041825}",20,0,-16.092113171977037,"{0: 16, 1: 3, 2: 0, 3: 1, 4: 0}",0
90,False,"{'a': 0.5, 'e': 0.9999999636019956}",25,0,-147.92569680315117,"{0: 13, 1: 5, 2: 4, 3: 1, 4: 2}",0
91,False,"{'a': 0.5, 'e': 0.9999999600909143}",25,0,-189.80855601908314,"{0: 12, 1: 5, 2: 5, 3: 0, 4: 3}",0
92,False,"{'a': 0.5, 'e': 0.9999999562411416}",25,7,-26.179363742406487,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 0}",1
93,False,"{'a': 0.5, 'e': 0.9999999520200061}",25,0,-127.28062732817413,"{0: 14, 1: 3, 2: 5, 3: 2, 4: 1}",0
94,False,"{'a': 0.5, 'e': 0.999999947391685}",20,0,-72.74543530179565,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
95,False,"{'a': 0.5, 'e': 0.9999999423168994}",30,0,-145.90569017142425,"{0: 19, 1: 1, 2: 8, 3: 0, 4: 2}",0
96,False,"{'a': 0.5, 'e': 0.999999936752582}",30,0,-140.65921603902447,"{0: 17, 1: 5, 2: 6, 3: 0, 4: 2}",0
97,False,"{'a': 0.5, 'e': 0.9999999306515107}",25,0,-111.51852969510354,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
98,False,"{'a': 0.5, 'e': 0.9999999239619084}",30,0,-206.38203571568414,"{0: 17, 1: 3, 2: 5, 3: 2, 4: 3}",0
99,False,"{'a': 0.5, 'e': 0.9999999166270034}",30,0,-199.8865639013485,"{0: 17, 1: 1, 2: 8, 3: 1, 4: 3}",0
100,False,"{'a': 0.5, 'e': 0.9999999085845472}",20,0,-47.89474915576798,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
101,False,"{'a': 0.5, 'e': 0.9999998997662872}",20,0,-146.52705778640083,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
102,False,"{'a': 0.5, 'e': 0.9999998900973867}",25,0,-224.56086697418675,"{0: 10, 1: 5, 2: 5, 3: 2, 4: 3}",0
103,False,"{'a': 0.5, 'e': 0.9999998794957896}",25,6,-40.551929579306666,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 0}",1
104,False,"{'a': 0.5, 'e': 0.9999998678715248}",20,0,-127.79808283766991,"{0: 9, 1: 2, 2: 7, 3: 1, 4: 1}",0
105,False,"{'a': 0.5, 'e': 0.9999998551259424}",30,0,-222.41468196917722,"{0: 18, 1: 3, 2: 3, 3: 2, 4: 4}",0
106,False,"{'a': 0.5, 'e': 0.9999998411508759}",20,0,-108.5628212510867,"{0: 10, 1: 4, 2: 4, 3: 1, 4: 1}",0
107,False,"{'a': 0.5, 'e': 0.9999998258277252}",20,11,-50.40321623402725,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 1}",1
108,False,"{'a': 0.5, 'e': 0.999999809026449}",35,0,-101.11610600283345,"{0: 27, 1: 2, 2: 4, 3: 0, 4: 2}",0
109,False,"{'a': 0.5, 'e': 0.9999997906044625}",20,0,-37.82075437480483,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
110,False,"{'a': 0.5, 'e': 0.9999997704054263}",20,0,-109.18577827941691,"{0: 10, 1: 3, 2: 4, 3: 3, 4: 0}",0
111,False,"{'a': 0.5, 'e': 0.9999997482579198}",20,0,-72.15857194759434,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
112,False,"{'a': 0.5, 'e': 0.999999723973987}",30,0,-39.13465432821501,"{0: 25, 1: 2, 2: 2, 3: 0, 4: 1}",0
113,False,"{'a': 0.5, 'e': 0.9999996973475406}",35,0,-162.0960202358026,"{0: 24, 1: 2, 2: 4, 3: 3, 4: 2}",0
114,False,"{'a': 0.5, 'e': 0.9999996681526138}",35,0,-168.1173252275505,"{0: 21, 1: 3, 2: 7, 3: 2, 4: 2}",0
115,False,"{'a': 0.5, 'e': 0.999999636141442}",25,0,-112.34853913613279,"{0: 15, 1: 2, 2: 5, 3: 2, 4: 1}",0
116,False,"{'a': 0.5, 'e': 0.999999601042361}",20,11,-25.70063060219022,"{0: 5, 1: 1, 2: 3, 3: 0, 4: 0}",1
117,False,"{'a': 0.5, 'e': 0.9999995625574999}",20,0,-198.27775356440276,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 4}",0
118,False,"{'a': 0.5, 'e': 0.9999995203602553}",20,0,-178.7619863070244,"{0: 9, 1: 2, 2: 6, 3: 0, 4: 3}",0
119,False,"{'a': 0.5, 'e': 0.9999994740925179}",25,0,-156.34659407531134,"{0: 15, 1: 2, 2: 4, 3: 2, 4: 2}",0
120,False,"{'a': 0.5, 'e': 0.9999994233616344}",20,0,-76.45069264957333,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
121,False,"{'a': 0.5, 'e': 0.9999993677370747}",30,0,-87.0206448811818,"{0: 21, 1: 2, 2: 6, 3: 0, 4: 1}",0
122,False,"{'a': 0.5, 'e': 0.9999993067467784}",20,0,-77.53038085534958,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 0}",0
123,False,"{'a': 0.5, 'e': 0.9999992398731491}",20,0,-66.2149526166985,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
124,False,"{'a': 0.5, 'e': 0.9999991665486612}",30,0,-196.30651843341658,"{0: 14, 1: 2, 2: 10, 3: 3, 4: 1}",0
125,False,"{'a': 0.5, 'e': 0.9999990861510437}",25,0,-120.47473875838816,"{0: 18, 1: 2, 2: 1, 3: 2, 4: 2}",0
126,False,"{'a': 0.5, 'e': 0.999998997998}",20,0,-62.19170552814306,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
127,False,"{'a': 0.5, 'e': 0.9999989013414169}",25,0,-147.63303791504603,"{0: 16, 1: 1, 2: 4, 3: 2, 4: 2}",0
128,False,"{'a': 0.5, 'e': 0.9999987953610163}",20,0,-50.565970495915685,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
129,False,"{'a': 0.5, 'e': 0.9999986791573938}",25,0,-141.31296419964738,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
130,False,"{'a': 0.5, 'e': 0.9999985517443861}",20,0,-108.95783643147469,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
131,False,"{'a': 0.5, 'e': 0.9999984120407024}",35,0,-189.64477772649101,"{0: 20, 1: 2, 2: 10, 3: 1, 4: 2}",0
132,False,"{'a': 0.5, 'e': 0.9999982588607474}",20,0,-143.296949573164,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
133,False,"{'a': 0.5, 'e': 0.9999980909045613}",20,0,-124.61014413940246,"{0: 11, 1: 1, 2: 5, 3: 2, 4: 1}",0
134,False,"{'a': 0.5, 'e': 0.9999979067467868}",25,7,-47.014186672261694,"{0: 12, 1: 3, 2: 1, 3: 2, 4: 0}",1
135,False,"{'a': 0.5, 'e': 0.9999977048245741}",25,0,-72.28704202739901,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 2}",0
136,False,"{'a': 0.5, 'e': 0.9999974834243176}",30,0,-147.4677102712173,"{0: 18, 1: 5, 2: 4, 3: 1, 4: 2}",0
137,False,"{'a': 0.5, 'e': 0.9999972406671149}",25,0,-257.4229856997175,"{0: 11, 1: 1, 2: 7, 3: 2, 4: 4}",0
138,False,"{'a': 0.5, 'e': 0.9999969744928215}",30,0,-166.76952894955642,"{0: 16, 1: 3, 2: 7, 3: 3, 4: 1}",0
139,False,"{'a': 0.5, 'e': 0.9999966826425686}",25,0,-107.39961976382229,"{0: 15, 1: 2, 2: 5, 3: 3, 4: 0}",0
140,False,"{'a': 0.5, 'e': 0.9999963626395943}",25,0,-88.14527393260451,"{0: 15, 1: 1, 2: 8, 3: 1, 4: 0}",0
141,False,"{'a': 0.5, 'e': 0.9999960117682264}",20,0,-181.19523287383316,"{0: 10, 1: 3, 2: 2, 3: 2, 4: 3}",0
142,False,"{'a': 0.5, 'e': 0.999995627050837}",20,0,-91.68342258012535,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
143,False,"{'a': 0.5, 'e': 0.9999952052225753}",30,0,-124.74588335747468,"{0: 20, 1: 0, 2: 7, 3: 2, 4: 1}",0
144,False,"{'a': 0.5, 'e': 0.999994742703663}",30,19,11.128594898327382,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
145,False,"{'a': 0.5, 'e': 0.9999942355690172}",25,0,-192.80877375908867,"{0: 16, 1: 2, 2: 2, 3: 1, 4: 4}",0
146,False,"{'a': 0.5, 'e': 0.9999936795149447}",25,0,-141.80320654810603,"{0: 14, 1: 3, 2: 6, 3: 0, 4: 2}",0
147,False,"{'a': 0.5, 'e': 0.9999930698226224}",25,0,-125.21875151970258,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",0
148,False,"{'a': 0.5, 'e': 0.999992401318057}",30,0,-178.05539846758288,"{0: 20, 1: 3, 2: 3, 3: 0, 4: 4}",0
149,False,"{'a': 0.5, 'e': 0.9999916683281825}",20,0,-56.54908340543309,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
150,False,"{'a': 0.5, 'e': 0.9999908646327237}",25,0,-232.16397780237614,"{0: 9, 1: 3, 2: 9, 3: 1, 4: 3}",0
151,False,"{'a': 0.5, 'e': 0.999989983411417}",35,0,-243.25119072259514,"{0: 19, 1: 4, 2: 8, 3: 0, 4: 4}",0
152,False,"{'a': 0.5, 'e': 0.9999890171861429}",25,0,-160.15076434408496,"{0: 14, 1: 4, 2: 4, 3: 0, 4: 3}",0
153,False,"{'a': 0.5, 'e': 0.9999879577574762}",25,0,-143.36520939656833,"{0: 12, 1: 4, 2: 6, 3: 2, 4: 1}",0
154,False,"{'a': 0.5, 'e': 0.9999867961351191}",25,0,-190.47183409361884,"{0: 12, 1: 4, 2: 5, 3: 1, 4: 3}",0
155,False,"{'a': 0.5, 'e': 0.9999855224616252}",25,0,-141.4360581721252,"{0: 11, 1: 5, 2: 5, 3: 4, 4: 0}",0
156,False,"{'a': 0.5, 'e': 0.9999841259287691}",35,0,-221.91164987718753,"{0: 20, 1: 3, 2: 7, 3: 2, 4: 3}",0
157,False,"{'a': 0.5, 'e': 0.9999825946858524}",20,0,-94.95964314208273,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
158,False,"{'a': 0.5, 'e': 0.9999809157391684}",20,0,-98.71428095729478,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
159,False,"{'a': 0.5, 'e': 0.9999790748417746}",20,12,-28.639053430846,"{0: 5, 1: 1, 2: 1, 3: 1, 4: 0}",1
160,False,"{'a': 0.5, 'e': 0.9999770563726378}",20,0,-42.549072430925996,"{0: 14, 1: 0, 2: 6, 3: 0, 4: 0}",0
161,False,"{'a': 0.5, 'e': 0.9999748432041293}",25,0,-238.72818969467102,"{0: 10, 1: 1, 2: 9, 3: 2, 4: 3}",0
162,False,"{'a': 0.5, 'e': 0.9999724165567467}",20,0,-133.56629250646466,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
163,False,"{'a': 0.5, 'e': 0.9999697558398328}",20,0,-89.67406795503538,"{0: 11, 1: 1, 2: 6, 3: 2, 4: 0}",0
164,False,"{'a': 0.5, 'e': 0.9999668384769425}",25,7,-76.13700272573388,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 2}",1
165,False,"{'a': 0.5, 'e': 0.9999636397143798}",20,0,-160.02951024468035,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 3}",0
166,False,"{'a': 0.5, 'e': 0.9999601324112845}",30,0,-144.89620577628105,"{0: 18, 1: 5, 2: 4, 3: 1, 4: 2}",0
167,False,"{'a': 0.5, 'e': 0.9999562868094918}",25,0,-13.801196539208696,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
168,False,"{'a': 0.5, 'e': 0.9999520702812202}",25,0,-97.86728454746802,"{0: 14, 1: 2, 2: 8, 3: 1, 4: 0}",0
169,False,"{'a': 0.5, 'e': 0.9999474470524522}",25,0,-164.60163784876514,"{0: 15, 1: 4, 2: 2, 3: 1, 4: 3}",0
170,False,"{'a': 0.5, 'e': 0.999942377899671}",35,9,-154.32156903434515,"{0: 14, 1: 2, 2: 8, 3: 0, 4: 2}",1
171,False,"{'a': 0.5, 'e': 0.9999368198173904}",30,0,-88.2015995337564,"{0: 20, 1: 2, 2: 6, 3: 2, 4: 0}",0
172,False,"{'a': 0.5, 'e': 0.9999307256536705}",30,0,-182.99659423271962,"{0: 17, 1: 2, 2: 7, 3: 2, 4: 2}",0
173,False,"{'a': 0.5, 'e': 0.9999240437105426}",20,0,-162.3216407683526,"{0: 11, 1: 3, 2: 2, 3: 1, 4: 3}",0
174,False,"{'a': 0.5, 'e': 0.9999167173059705}",20,0,-87.04305471279761,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
175,False,"{'a': 0.5, 'e': 0.9999086842936576}",20,0,-211.91090535366263,"{0: 7, 1: 6, 2: 3, 3: 0, 4: 4}",0
176,False,"{'a': 0.5, 'e': 0.9998998765366498}",25,0,-218.79616276865318,"{0: 15, 1: 3, 2: 1, 3: 2, 4: 4}",0
177,False,"{'a': 0.5, 'e': 0.9998902193303036}",35,0,-116.50406184400545,"{0: 24, 1: 3, 2: 6, 3: 1, 4: 1}",0
178,False,"{'a': 0.5, 'e': 0.999879630769764}",25,0,-122.75613967631071,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 1}",0
179,False,"{'a': 0.5, 'e': 0.9998680210566316}",25,0,-78.20827310268494,"{0: 15, 1: 6, 2: 3, 3: 0, 4: 1}",0
180,False,"{'a': 0.5, 'e': 0.9998552917389968}",20,0,-60.52570376788602,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
181,False,"{'a': 0.5, 'e': 0.9998413348784637}",20,0,-109.72179139773341,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
182,False,"{'a': 0.5, 'e': 0.9998260321371785}",20,0,-57.969593618450645,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
183,False,"{'a': 0.5, 'e': 0.9998092537772211}",20,0,-96.46728889074048,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
184,False,"{'a': 0.5, 'e': 0.9997908575639909}",20,0,-132.07036658871232,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
